draw_id,draw_date,day_of_week,prize_1st,prize_2nd,prize_3rd,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consolation_1,consolation_2,consolation_3,consolation_4,consolation_5,consolation_6,consolation_7,consolation_8,consolation_9,consolation_10,jackpot_1_prize,jackpot_1_winners,jackpot_2_prize,jackpot_2_winners,gold_jackpot_1_prize,gold_jackpot_1_winners,gold_jackpot_2_prize,gold_jackpot_2_winners,life_num_1,life_num_2,life_num_3,life_num_4,life_num_5,life_num_6,life_num_7,life_num_8,life_bonus_1,life_bonus_2,life_winner_1,life_winner_2,is_valid_jackpot,is_valid_gold_jackpot,is_valid_mgold,is_valid_life
591/21,06/10/2021,Thu,1630,4144,9254,1530,4134,0459,4109,4181,2336,9001,1735,1651,6369,5769,6011,3991,8712,1820,4919,6222,1643,0466,5191,26397636.19,0.0,322703.69,0.1298475526,8057392.81,0.0,100558.97,0.0,03,09,11,17,19,20,22,30,23,29,0.0,0.0,1,1,1,1
592/21,09/10/2021,Sun,1193,6330,2493,5217,7856,8128,4382,3937,8200,0106,3218,6759,1473,5833,1807,0087,3933,9178,9387,1839,2352,5987,7537,28648005.38,0.1522311097,689959.44,1.9020841159,8109710.94,0.0,119088.31,0.0,08,13,19,22,23,28,29,35,01,12,0.0,0.0,1,1,1,1
593/21,10/10/2021,Mon,8080,6740,0839,4961,6363,9214,0986,0625,9947,2591,6220,8773,8512,7052,0403,5407,0349,2701,9399,8352,8300,3855,1407,25559867.02,0.0142516025,231450.78,1.476396299,8160360.92,0.0,137026.85,0.15,02,03,13,14,19,27,28,34,09,16,0.0,0.0,1,1,1,1
594/21,13/10/2021,Thu,7075,4429,7253,3983,1191,6469,7490,1901,4345,3137,0306,7671,0857,0621,7369,3837,5226,0372,9391,3924,9896,9000,7406,26435910.88,0.0,225511.44,2.3601774257,8211392.45,0.0,134546.49,0.0,08,09,12,13,23,24,30,33,01,26,0.0,0.0,1,1,1,1
595/21,16/10/2021,Sun,6941,0642,0997,8511,5907,9836,7560,4318,9111,4211,2893,4680,0751,9200,3949,7693,6056,9088,3528,5018,6019,0394,8362,28710916.58,0.0644609022,413637.4,0.8123142351,8262890.67,0.1,152785.44,0.0,05,09,10,20,26,30,32,33,19,35,0.0,0.0,1,1,1,1
596/21,17/10/2021,Mon,6810,1911,6769,0318,7604,8953,6937,1145,3948,5362,3757,6588,1807,6249,6800,9971,8935,6740,9462,6630,8612,3559,7828,28183573.18,1.197718562,318249.89,0.420754143,7486129.91,0.1,170326.72,0.425,05,22,26,27,28,29,34,36,09,13,0.0,0.0,1,1,1,1
597/21,20/10/2021,Thu,3618,7330,4133,3164,1558,2949,8566,1038,9786,6163,1014,3808,1874,0530,8940,3441,0757,9824,9185,7924,7465,8810,3419,2603038.59,0.0,293988.31,0.288926629,6785799.22,0.0,115037.84,0.1,01,04,09,21,24,29,31,35,08,10,0.0,0.0,1,1,1,1
598/21,23/10/2021,Sun,8578,5297,6115,0857,5005,3906,6047,7103,0901,4176,5393,7812,2999,5286,5623,3002,4029,4307,8413,6965,7992,8690,6820,3169221.79,0.0,311989.66,1.2563958917,6837193.49,0.0,121736.2,0.05,10,12,13,16,28,29,34,36,09,20,0.0,1.0,1,1,1,1
599/21,24/10/2021,Mon,6212,5149,4968,3916,8730,1202,5566,4054,2394,2673,4114,6911,6187,2824,3676,2180,3889,8276,5178,3747,5968,4369,1235,3716166.6,0.0,100000.0,1.0129032258,6887223.73,0.05,133368.43,0.05,02,12,21,26,27,28,31,33,07,29,0.0,0.0,1,1,1,1
600/21,26/10/2021,Wed,3610,6090,5349,8520,1069,6255,5285,2100,6920,2245,5112,2505,0456,6012,2927,4806,8319,1046,8059,4059,8987,6135,4807,4160385.43,0.1111111111,100000.0,1.0469176214,6582829.24,0.0,140854.88,0.25,11,19,20,22,28,30,31,32,12,21,0.0,0.0,1,1,1,1
601/21,27/10/2021,Thu,7309,3501,4989,0696,0595,6200,1318,9106,3259,3390,9164,2568,0797,2285,2158,4618,6295,6446,2254,7592,3959,0386,7088,4201100.44,0.0,100000.0,0.0139681223,6630469.23,0.0,122513.66,0.1,06,10,12,14,15,33,35,36,21,25,0.0,0.0,1,1,1,1
602/21,30/10/2021,Sun,2124,3423,8962,9095,8670,6616,1852,8654,3293,6750,4939,6758,2998,6949,0709,5791,8961,6187,0541,8413,2700,5086,4355,4749697.2,0.0212765957,189798.98,0.0464812639,6681876.56,0.0,128469.05,0.0,01,09,10,14,16,19,25,27,06,28,0.0,0.0,1,1,1,1
603/21,31/10/2021,Mon,3639,0693,8123,9904,0202,5617,0326,3204,2218,7698,8681,3578,4412,7307,5333,5988,9591,6593,8832,6161,8504,3199,4135,5207373.65,0.0,282564.85,1.1843237477,6732829.09,0.0,146514.74,1.15,02,11,21,23,29,31,33,35,03,26,0.0,0.0,1,1,1,1
604/21,02/11/2021,Wed,3361,0778,9361,2021,8967,1643,0249,4835,0936,6339,9715,9947,4144,9144,1460,6766,0718,8575,6352,5766,3840,6315,4179,5679861.11,0.0,100000.0,0.1568516541,6773844.0,0.0,100000.0,0.0,03,07,11,15,19,24,27,30,22,26,0.0,0.0,1,1,1,1
605/21,03/11/2021,Thu,1318,2294,4708,7566,0710,8178,4619,9169,9102,2313,2794,4206,4352,2884,2380,0588,2868,0892,5203,2188,8609,2976,2699,6236420.58,0.012987013,171414.27,1.1351286655,6822938.5,0.0,100000.0,0.225,05,16,25,27,28,31,33,36,11,14,0.0,0.0,1,1,1,1
606/21,06/11/2021,Sun,9470,8317,5158,6742,9204,4792,6701,7886,6477,0567,3403,3486,4335,6089,9595,6554,3959,0806,9435,5046,0804,7978,7636,6758359.31,0.0,109623.86,0.0253525139,6875800.74,0.0,100000.0,0.1,09,10,20,25,26,29,34,35,27,32,0.0,0.0,1,1,1,1
607/21,07/11/2021,Mon,8881,7342,4777,9850,0773,3353,7458,7118,1149,3828,2711,6467,6771,7057,6666,2444,1936,6568,3787,9929,7739,2302,9047,7389636.58,0.0114942529,221622.31,0.133333333,6927401.72,0.0,100000.0,0.175,07,09,13,14,17,30,35,36,31,34,0.0,0.0,1,1,1,1
608/21,10/11/2021,Thu,7762,2968,9727,0807,1686,9136,4171,2295,4313,6914,8876,0772,9477,8782,6473,8478,3578,1446,4630,8670,3671,3013,4222,7945069.25,0.0,335098.45,1.1258551684,6976150.9,0.05,100000.0,0.05,02,06,14,24,26,27,34,36,01,21,0.0,0.0,1,1,1,1
609/21,13/11/2021,Sun,5691,4449,2699,5997,2714,8407,9579,5667,7031,0381,0077,8334,1034,5428,2370,0405,2173,6878,0662,5397,9940,6246,1523,8617511.02,0.0,122262.14,0.0630706637,6677773.75,0.0,100000.0,0.0,01,03,07,13,14,19,22,28,34,35,0.0,0.0,1,1,1,1
610/21,14/11/2021,Mon,0156,0590,6894,4860,5132,0681,0191,3096,4557,7030,8885,2026,9818,5081,4934,4640,4496,8665,0311,3129,9979,0695,7569,9309620.74,0.0,240389.12,0.0277265117,6727883.79,0.0,100000.0,0.0,06,09,13,16,21,30,34,36,11,31,0.0,0.0,1,1,1,1
611/21,17/11/2021,Thu,3856,5584,6108,2096,2901,4559,1924,9801,7710,8829,6114,8845,9086,2986,1998,2719,6969,0280,2289,8222,0677,1048,5106,10023132.33,0.001345895,363453.34,1.1947303421,6777723.76,0.0,100000.0,0.0,01,05,19,22,28,30,32,36,11,17,0.0,0.0,1,1,1,1
612/21,20/11/2021,Sun,4275,6024,5993,5993,2014,1196,0068,5437,4837,8437,4221,2279,1387,4882,8880,8580,5181,0589,0396,7424,4714,2608,4669,10754931.46,0.0,135507.13,0.0688645202,6828560.46,0.0,102440.86,0.05,04,15,18,21,23,25,30,36,14,20,0.0,0.0,1,1,1,1
613/21,21/11/2021,Mon,1185,6976,9155,7688,2035,2806,3739,7096,6443,0243,5327,5342,7756,3430,1148,8567,6749,8080,1770,3358,7003,1838,0096,11508328.28,0.0,263156.74,1.0999226808,6877297.76,0.05,114579.95,0.0,07,10,15,21,27,28,33,34,06,20,0.0,1.0,1,1,1,1
614/21,24/11/2021,Thu,6184,8434,6376,1139,0098,2104,8174,3684,5889,8764,6058,0235,8148,7995,4609,2270,4890,9777,1097,2971,2284,9208,6417,12262383.04,0.0,137100.87,0.1771127635,6581066.72,0.0,131450.27,0.0,02,07,10,11,21,22,29,36,01,26,0.0,0.0,1,1,1,1
615/21,27/11/2021,Sun,7896,8494,0127,7331,3057,1991,0981,9438,3889,4212,0278,9040,3996,3732,8342,0237,8286,8701,3202,7260,9513,2786,3982,13062845.53,0.0105263158,258357.2,0.035385856,6630435.45,0.0,148935.03,0.05,02,09,10,12,17,19,32,33,18,22,0.0,0.0,1,1,1,1
616/21,28/11/2021,Mon,5899,4977,5846,0771,3256,2645,4774,4557,1527,7390,0699,9800,7989,7796,3613,1374,9996,0360,9166,6306,2042,1291,4426,13728146.65,0.006993007,395179.51,0.151265936,6678685.08,0.0,158576.69,0.0,02,03,07,10,12,16,24,33,25,27,0.0,0.0,1,1,1,1
617/21,30/11/2021,Wed,3059,4801,6363,6096,0697,5229,4453,0986,4735,8251,0406,4496,6059,6944,9449,3888,9076,4080,7952,2767,1676,0103,3076,14327085.83,0.0,461755.08,0.1320501289,6718078.57,0.0,172528.55,0.0,04,11,16,20,27,28,30,32,19,34,0.0,0.0,1,1,1,1
618/21,01/12/2021,Thu,4502,0668,4648,1646,6043,8813,7665,9171,0452,2138,9847,5730,8717,3917,1387,6342,9572,8162,7184,9625,1107,2657,0552,15110508.5,0.0055865922,543220.75,0.1866364018,6763702.13,0.0,188686.89,0.1,11,13,21,25,26,31,33,35,10,36,0.0,0.0,1,1,1,1
619/21,04/12/2021,Sun,2251,5487,3935,6087,3654,4429,1508,6947,9746,4454,6432,6735,6470,3281,3715,2611,7422,8293,2599,3127,8276,0013,9505,15883370.6,0.0,597704.77,1.0403440249,6813226.29,0.0,187358.01,0.0,04,12,15,20,31,32,35,36,09,25,0.0,0.0,1,1,1,1
620/21,05/12/2021,Mon,4466,0674,9176,4893,6438,5867,0982,8767,6092,2006,7330,0708,4583,2961,9582,2037,8924,5252,4308,7222,7996,7591,0839,16732643.59,0.0,154413.27,0.1248527409,6861922.01,0.0,204604.41,0.1,02,03,08,12,15,19,25,29,14,27,0.0,0.0,1,1,1,1
621/21,07/12/2021,Wed,0455,1283,4663,5739,1159,2509,5065,8327,9051,0360,4744,7341,8357,8737,1628,8589,3972,3322,8633,6973,8772,3672,3493,17430820.55,0.0212765957,262075.62,0.0529178231,6899464.39,0.0,197440.23,0.125,07,19,23,25,26,27,31,36,20,33,0.0,0.0,1,1,1,1
622/21,08/12/2021,Thu,5180,5176,3854,1829,1984,6342,0079,0944,4362,8124,0645,6959,5139,4008,9669,0521,7094,0023,2595,3913,4101,9305,6381,17879467.49,0.0,397209.96,1.082643462,6945373.26,0.0,189019.59,0.0,01,03,10,13,23,26,30,35,21,36,0.0,0.0,1,1,1,1
623/21,11/12/2021,Sun,4339,9603,1662,2232,6855,5622,1249,1983,9701,6286,3667,6717,9895,0670,7801,3471,9983,7571,7103,6185,5406,8369,1013,18772569.7,0.0,162382.22,0.2450280336,6994506.76,0.0,206421.04,0.05,04,11,15,18,23,29,30,36,06,32,1.0,0.0,1,1,1,1
624/21,12/12/2021,Mon,2682,3265,8850,2969,4996,2198,1770,9834,9316,1814,5587,0287,4957,2521,6421,5996,6294,4793,2178,3154,0168,6664,5490,19698686.46,0.0221751557,290978.89,0.124642272,7043488.79,0.0,213447.79,0.2,01,05,14,17,19,22,24,26,09,33,0.0,0.0,1,1,1,1
625/21,15/12/2021,Thu,2487,1340,5813,8095,9923,1616,4616,3094,6633,8455,9603,9038,7094,3429,5647,0949,6116,9728,4756,7727,0884,7448,4987,20210300.23,0.0093457944,427153.39,1.3034379015,7092744.46,0.0,188202.95,0.0,08,09,14,26,27,29,31,34,06,10,0.0,1.0,1,1,1,1
626/21,18/12/2021,Sun,7188,8095,1856,0194,7296,9489,5375,4137,9532,3851,4067,5129,7884,2167,7064,5618,2462,8947,7982,0153,3370,3950,3046,20946266.39,0.0,168154.09,0.241165599,7139175.46,0.0,204647.26,0.0,03,06,10,12,19,24,29,31,01,25,0.0,0.0,1,1,1,1
627/21,19/12/2021,Mon,0328,1510,7463,1223,6583,5825,9093,1660,6680,3683,7463,1485,8648,3903,0410,8352,7645,7886,7592,0756,5903,9156,5562,21889135.9,0.0224404546,299031.93,1.2451431106,7185350.64,0.05,221000.97,0.225,01,03,12,14,16,17,29,35,06,26,0.0,0.0,1,1,1,1
628/21,22/12/2021,Thu,9325,5628,8799,7102,8666,2692,7975,1686,0257,6619,6529,2713,3236,2760,2167,1390,5661,4046,8233,8440,9469,0086,8745,22389915.64,0.0019880716,180360.35,0.2591972898,6874798.63,0.0,188529.16,0.0,03,06,11,16,17,20,26,31,02,36,0.0,1.0,1,1,1,1
629/21,25/12/2021,Sun,9268,0816,5540,8210,2463,5357,7331,9040,5810,3041,8191,8130,8009,0324,2632,9119,3504,0168,0136,1654,4334,9154,6363,23421997.06,0.0,329355.84,0.110121664,6924676.41,0.0,206194.21,0.05,04,05,06,13,23,30,31,32,02,18,0.0,0.0,1,1,1,1
630/21,26/12/2021,Mon,3787,3032,3808,4978,9167,8949,1744,6404,4537,4475,0912,7769,3197,3474,2859,3763,0077,2066,8544,7750,9677,8211,5304,24530934.84,0.0285714286,494711.67,1.4857508549,6973441.24,0.0,213155.38,0.125,07,10,14,17,18,23,29,34,24,25,0.0,0.0,1,1,1,1
631/21,28/12/2021,Wed,2465,0031,3370,1701,0892,8587,9194,0424,1301,2661,2929,8532,3477,9986,3688,8773,5596,1056,1252,9332,6101,0660,6954,24785594.94,0.0,173735.27,0.096385777,7013021.24,0.0,200528.88,0.0,05,11,23,27,29,30,32,36,19,25,0.0,0.0,1,1,1,1
632/21,29/12/2021,Thu,6265,6325,4561,9907,9027,3138,0887,1013,7917,1700,9559,0138,5625,3441,1156,7277,7858,9643,9800,2312,4239,8065,3207,25922056.59,1.0269762154,363619.05,0.1299443013,7059620.34,0.0,217032.73,0.05,02,03,04,12,22,28,30,36,01,29,0.0,1.0,1,1,1,1
633/22,01/01/2022,Sun,7005,9468,4573,0881,4059,9004,6041,5710,8823,0411,9547,5920,9330,0248,0864,9082,1790,4923,8594,6626,4537,2940,5180,2670389.01,0.0,438257.74,0.0224565391,7112264.98,0.0,224826.07,0.0,02,07,08,19,21,25,29,36,20,30,0.0,0.0,1,1,1,1
634/22,02/01/2022,Mon,5180,1291,1595,6326,6308,0484,0741,7173,4159,5249,8973,1799,9608,7444,9880,7396,1418,9785,2942,6113,9066,9456,5119,3290029.41,0.0,541077.88,0.1327215355,7161286.02,0.0,242187.69,0.0,04,07,08,14,17,29,31,32,06,09,0.0,0.0,1,1,1,1
635/22,05/01/2022,Thu,2544,9925,1590,6170,6630,6997,8582,8124,0522,5795,1616,2716,8946,4915,6675,5030,9841,7415,7707,5963,1057,2732,6826,3883234.63,0.0,577120.69,0.0396488247,7210223.9,0.0,259519.86,0.075,07,10,19,21,24,26,27,28,29,35,0.0,0.0,1,1,1,1
636/22,08/01/2022,Sun,0960,3300,3844,0138,3663,0466,6466,2529,4791,2341,3766,2623,4592,5258,2739,1818,8305,2097,3893,3259,5245,4185,7180,4508487.91,0.0,667920.95,2.3674685603,7260565.0,0.0,257885.01,0.05,03,18,20,22,27,28,31,32,11,26,0.0,0.0,1,1,1,1
637/22,09/01/2022,Mon,8035,6130,6375,5788,0115,4890,7755,2286,3242,7005,7495,8739,8524,7566,0526,8109,6426,3902,7389,0526,4720,5673,0235,5141333.04,0.0,115062.75,0.0647926849,7311585.05,0.0,263060.36,0.1,03,04,05,07,11,21,22,25,17,32,0.0,1.0,1,1,1,1
638/22,12/01/2022,Thu,0302,5940,0813,5556,2195,9883,2547,9915,1406,9647,9070,0746,3419,3115,5415,1179,6185,4413,7899,0649,9990,7607,5797,5768576.77,0.0049261084,221651.85,1.1911485557,7361512.53,0.0,254436.97,0.05,04,07,11,16,18,29,31,36,05,28,0.0,0.0,1,1,1,1
639/22,15/01/2022,Sun,6329,7539,1537,3739,6790,1910,0277,1000,5031,8953,6850,7118,8635,3981,6023,5574,1604,6939,1636,2676,6030,1316,5691,6388819.97,0.0,117938.15,0.0748836673,7411715.23,0.0,259495.24,0.0,05,06,10,17,19,32,33,36,29,30,0.0,0.0,1,1,1,1
640/22,16/01/2022,Mon,7988,6745,3789,6134,9596,5836,0971,0947,3968,6337,1419,0675,9332,6084,0130,1622,0915,9819,5386,3086,1099,9290,9477,7050950.12,0.0,229493.81,0.2174242318,7460950.11,0.0,276932.59,0.225,02,08,10,11,16,19,20,33,04,05,0.0,0.0,1,1,1,1
641/22,19/01/2022,Thu,2927,6124,5680,8506,6744,7980,1584,7631,8324,1001,3219,2456,2547,8034,2625,4258,0789,4354,9829,2833,3638,3465,3083,7715326.94,0.0,300392.08,0.2311548575,7509136.97,0.0,231688.94,0.05,05,07,10,14,16,18,22,23,12,36,0.0,0.0,1,1,1,1
642/22,22/01/2022,Sun,6974,4097,9052,0600,9513,4569,4950,0571,1418,3396,8170,9525,0392,2983,1851,3136,7583,4907,5810,4400,6361,4203,6350,8435018.3,0.0,361807.97,0.0262027041,7559014.56,0.0,237769.47,0.05,08,11,19,24,28,29,33,35,06,22,0.0,0.0,1,1,1,1
643/22,23/01/2022,Mon,6512,5609,1141,9385,4799,3876,0443,9291,1628,6053,1862,9316,9131,5710,7857,0464,6809,9196,8620,3320,0252,1118,5530,9170270.26,0.1111111111,486009.81,0.0691766362,7607904.72,0.0,243196.27,0.05,03,08,15,17,28,31,33,36,20,32,0.0,0.0,1,1,1,1
644/22,25/01/2022,Wed,6811,9914,6572,6654,5635,8113,6077,0813,1509,1818,6160,2066,2195,0207,5092,7830,9371,5168,7413,9707,6738,0119,9536,8783165.24,1.0,567264.54,0.106690917,7653878.74,0.0,247318.92,0.0,01,14,17,18,23,27,31,32,16,25,0.0,0.0,1,1,1,1
645/22,26/01/2022,Thu,4058,2041,7844,3656,4998,2310,7082,7823,7711,0930,0147,3828,2932,8780,5796,2992,7520,2819,9903,3846,4851,5315,8198,2608826.93,0.0,617438.38,0.0218610398,7707751.17,0.0,266398.74,0.125,01,07,09,23,26,28,29,33,11,19,0.0,0.0,1,1,1,1
646/22,29/01/2022,Sun,0049,0112,1189,7000,1673,7608,9731,4812,4908,9224,2013,4366,2338,0696,9635,3666,9250,8592,8279,7907,6015,4034,7851,3272314.7,0.0038022814,724574.67,0.100526472,7776255.41,0.0,257360.82,0.2,10,16,18,19,22,25,26,36,08,27,0.0,0.0,1,1,1,1
647/22,30/01/2022,Mon,0668,1568,3452,7139,6876,0881,9877,5474,0156,1167,7913,8183,6961,2152,3985,2252,2572,2745,7698,7853,8100,9690,5289,3973600.02,0.0032051282,781504.39,0.0671026866,7843557.99,0.0,229724.99,0.15,11,12,15,17,19,22,31,36,08,24,0.0,0.0,1,1,1,1
648/22,02/02/2022,Thu,8842,6836,5112,2857,4431,9268,9972,7913,5949,9114,0542,5243,5598,3563,3843,8722,8647,2129,6257,0208,9793,3703,8875,4779066.42,0.0,877827.4,0.21431084,7919529.8,0.05,222172.92,0.0,04,12,22,26,27,28,29,32,09,19,0.0,0.0,1,1,1,1
649/22,05/02/2022,Sun,8442,8612,9101,2616,7414,5985,4751,8175,6938,7509,3260,6634,8959,9772,0043,0465,4539,2452,2909,6292,1921,7578,1406,5614599.55,0.0021881838,841614.6,0.0395639279,7598068.23,0.0,248563.62,0.475,04,09,14,16,19,25,32,35,29,34,0.0,0.0,1,1,1,1
650/22,06/02/2022,Mon,8284,1688,1431,5830,4747,7024,3615,4547,9102,0045,6684,2456,9841,2184,1183,7380,1790,9324,8229,1851,2940,4331,6008,6426027.94,1.0630576581,958083.23,1.0425852559,7666598.8,0.0,154767.14,0.0,01,07,08,11,19,23,30,33,27,28,0.0,0.0,1,1,1,1
651/22,08/02/2022,Wed,0294,8566,1845,9051,5083,7050,3058,0506,4926,6996,1291,4011,9632,0543,8674,3127,5725,5270,0540,2115,9415,0496,2302,2562435.23,0.0,102260.95,1.0431795664,7721333.13,0.0,174152.21,0.2,04,06,14,15,21,23,30,32,12,20,0.0,0.0,1,1,1,1
652/22,09/02/2022,Thu,6968,6976,4699,6199,5251,4629,8955,5872,9958,9290,9599,4103,9513,4288,6864,5665,6140,4916,0682,2746,7726,2564,1675,3179298.07,0.037037037,112156.88,3.4203618295,7780536.91,0.0,160289.78,0.1,05,07,12,16,19,21,27,28,18,32,0.0,0.0,1,1,1,1
653/22,12/02/2022,Sun,4489,8893,5815,2924,3912,0014,0865,1092,7228,0994,1309,7415,8921,8180,8990,6830,4554,0702,5641,6832,8110,3632,5441,3703712.95,0.1111111111,116757.58,0.1351741352,7847988.38,0.0,168149.86,0.2,04,05,06,12,18,21,29,30,14,33,0.0,0.0,1,1,1,1
654/22,13/02/2022,Mon,9171,1508,5089,6980,6014,8579,6883,5000,5847,8003,4436,0614,1779,0354,7899,0087,3212,2008,2903,2786,2829,9717,1489,3937806.27,0.1111111111,218359.89,0.020072531,7912803.48,0.0,157475.24,0.0,02,07,08,09,20,28,29,35,10,18,0.0,1.0,1,1,1,1
655/22,15/02/2022,Wed,2301,2217,6790,7556,6492,2051,7672,6894,2793,0996,4241,9095,6286,0828,5599,3550,0424,6821,1871,3270,1050,6980,7406,4046494.68,0.0,313290.02,1.2617713752,7963786.3,0.0,175531.66,0.05,04,08,10,12,15,25,34,35,17,36,0.0,1.0,1,1,1,1
656/22,16/02/2022,Thu,7384,9206,6332,1269,9353,3002,8461,9352,6646,9342,4375,5025,6958,6528,6683,7521,4700,8940,6812,0201,5349,3937,7074,4635617.97,0.0,107113.33,0.0066225166,8019656.75,0.0,186542.53,0.0,02,10,19,23,27,30,35,36,18,20,0.0,1.0,1,1,1,1
657/22,19/02/2022,Sun,2041,0689,1991,6167,2077,7501,6675,1810,8721,3397,4227,0428,4573,0570,2953,6305,9651,1864,3779,8821,8518,8977,5252,5250771.99,0.0,218250.16,1.1097506601,8080920.92,0.0,208240.26,0.05,05,06,08,09,15,18,27,29,20,32,0.0,0.0,1,1,1,1
658/22,20/02/2022,Mon,9463,8237,6882,1283,8220,4049,4177,8049,9867,7047,5278,2619,0290,3606,4334,0963,1611,2114,3305,4489,3844,2132,5302,5872662.68,0.0,113071.04,0.0,8139931.45,0.0,218727.81,0.125,10,12,22,26,29,31,33,36,18,34,0.0,0.0,1,1,1,1
659/22,23/02/2022,Thu,8184,9626,7026,9146,0559,1468,2322,3663,4732,6137,0808,4934,0792,8973,3160,1565,9644,8216,9670,0532,3861,7819,4347,6488725.41,0.0285714286,225082.45,1.0933161997,8198690.33,0.05,212197.27,0.0,08,11,12,16,19,24,25,31,33,36,0.0,0.0,1,1,1,1
660/22,26/02/2022,Sun,7484,0949,8714,1322,1333,5466,4522,5847,9769,4075,8292,7232,7774,3383,4394,7168,9328,4292,2541,8066,1864,3012,2899,6938013.95,0.0049261084,115396.49,0.0514861333,7850286.88,0.0,233989.53,0.0,03,18,20,23,25,28,32,33,13,34,0.0,0.0,1,1,1,1
661/22,27/02/2022,Mon,8661,1284,7303,2711,9634,8591,9219,6634,7142,7956,6589,2553,4307,3043,0927,7553,2612,5240,3431,1819,5579,2466,3819,7542475.46,0.0,225571.34,0.0376125746,7908728.96,0.1,254687.77,0.1,02,05,11,15,16,22,25,26,03,19,0.0,0.0,1,1,1,1
662/22,02/03/2022,Thu,7660,5307,8771,7782,4825,9676,9385,8960,6744,9403,5409,4820,9232,8904,0698,8105,4427,0247,4781,4058,8391,8567,5566,8178272.68,0.0,332686.52,0.11466983,7175831.05,0.0,249751.8,0.25,10,14,15,17,27,31,33,35,18,36,0.0,0.0,1,1,1,1
663/22,05/03/2022,Sun,7331,4087,7529,6752,5757,5982,9841,3593,6889,8700,1841,3990,0192,0415,6898,5792,2625,1100,7376,1523,5574,9849,8386,8837001.22,0.0,414306.25,0.019875993,7235990.58,0.0,208620.35,0.15,05,07,13,18,28,31,34,35,17,23,0.0,0.0,1,1,1,1
664/22,06/03/2022,Mon,1226,5965,2851,1369,2359,6409,7089,9311,8193,0648,6134,1780,0200,5249,0579,9828,7926,1748,5715,2406,3140,1579,6597,9511821.25,0.0,528766.05,0.059165591,7295596.3,0.0,198437.66,0.225,01,03,04,12,17,24,25,29,20,33,0.0,0.0,1,1,1,1
665/22,09/03/2022,Thu,7895,2124,3412,4690,2529,4518,5614,3598,5185,0532,8509,1104,3569,8117,2696,9279,8397,1973,8260,0611,4371,6849,6203,10251587.42,0.0068723717,631984.23,1.2156569005,7347309.74,0.0,172104.37,0.175,06,09,15,16,23,25,26,32,05,21,0.0,0.0,1,1,1,1
666/22,12/03/2022,Sun,4701,8468,6383,5305,1289,0560,3474,6047,7940,6259,2323,5199,5838,5043,4137,2453,3423,1213,5579,7550,5990,1579,6952,10932834.19,0.0,136672.64,0.2615059153,7400285.04,0.0,160748.19,0.05,02,05,14,20,21,25,29,35,23,30,0.0,0.0,1,1,1,1
667/22,13/03/2022,Mon,6686,2928,1434,0208,9511,8001,0558,8394,0977,8477,6598,0179,2008,9111,3463,7159,3208,8817,7556,2785,9116,9362,9579,11683612.27,0.1145732689,237437.05,1.1149935672,7451091.64,0.0,170704.78,0.05,02,05,09,12,14,17,31,35,01,10,0.0,0.0,1,1,1,1
668/22,16/03/2022,Thu,9743,8026,4124,1708,6290,0020,4570,6031,8866,4930,0299,7969,9858,3571,4717,9617,7125,3200,5116,4946,1517,6680,0775,11180892.67,0.0,151983.65,1.0345594039,7506138.21,0.1,181665.2,0.15,02,05,11,17,19,21,26,36,15,22,0.0,0.0,1,1,1,1
669/22,19/03/2022,Sun,0488,7765,3943,1724,3601,0626,6442,9055,3792,2064,9429,6859,6038,1861,2363,3706,9343,3240,2992,9980,4284,1137,2191,11966060.16,0.0,142757.73,1.0347531333,6807882.52,0.0,172958.92,0.1,01,08,11,12,13,17,19,22,07,16,0.0,0.0,1,1,1,1
670/22,20/03/2022,Mon,3447,6876,5605,8710,4461,7332,7415,6248,2529,3475,7993,4502,2652,9278,7153,0006,3774,4053,0238,0536,8042,6694,8202,12806500.45,0.0021052632,152807.33,0.0536472359,6859664.27,0.0,174002.4,0.0,02,07,10,12,15,27,30,34,24,25,0.0,0.0,1,1,1,1
671/22,23/03/2022,Thu,3608,5811,8842,0048,9365,0200,3401,1968,3177,2877,7601,8680,0725,6631,2812,9244,3325,9095,0050,4623,4698,3380,8703,13627684.05,0.0,298817.76,3.2198068552,6912065.17,0.0,192561.05,0.15,03,04,08,16,26,30,32,33,01,36,0.0,1.0,1,1,1,1
672/22,26/03/2022,Sun,2136,6724,7933,1609,6805,1491,2875,0806,0203,5004,5986,6467,1007,8845,4269,3891,9021,4574,0116,4423,2229,9895,8688,14508838.72,0.0,160209.94,0.1575640784,6965620.21,0.0,182644.3,0.05,06,08,11,22,28,32,34,35,14,16,0.0,0.0,1,1,1,1
673/22,27/03/2022,Mon,6112,9506,8819,7577,2827,4058,2290,2698,1491,8628,6963,9449,1138,5899,7603,2823,8506,5366,7776,1840,6169,9451,8295,15408855.48,0.091594378,298606.02,1.585409055,7018185.45,0.0,192128.94,0.3,01,05,06,07,12,14,15,28,32,36,0.0,0.0,1,1,1,1
674/22,29/03/2022,Wed,2714,7642,0340,4657,5069,4643,9404,2842,9577,9857,3459,9496,5809,5695,0282,4918,9117,7109,3980,2873,5182,3735,6556,14758323.83,0.0,138333.25,0.0555984556,7060784.56,0.0,149577.44,0.05,01,05,11,14,15,18,22,34,12,28,0.0,0.0,1,1,1,1
